given_name,surname,street_number,address_1,address_2,suburb,postcode,state,date_of_birth,soc_sec_id,id record
ethan,marson,40.0,catumbel lodge,tinaroo place,hopperi croiiing,2035,vic,19100123.0,9238396,B_7461
maliah,clarkd,26.0,broadben tdtreet,harlyn,tara,6151,sa,19190118.0,7298583,B_7462
james,rankine,7.0,beattie crescent,,north hobart,2072,sa,19030624.0,1444708,B_7463
noaj,scott-jackson,47.0,kosciusko avenue,upper flat,punchbowl,4306,nsw,19811218.0,2859455,B_7464
josephine,gallio,23.0,marsden street,sunnydalecottage,blacktown,2753,qld,19230227.0,8542303,B_7465
kawe,garden,9.0,bettington circuit,robinson road,rochester,3121,nsw,19021008.0,8610454,B_7466
tiahnee,moody,42.0,miethk e place,winterwood,north ward,3806,nsw,19130426.0,4744397,B_7467
kyxle,seddo,164.0,shackleton circuit,the wharf c omplex,ashfield,2406,vic,19030813.0,7244560,B_7468
mia,koeman,20.0,wattle street,elston,willetton,4068,vic,19670212.0,2071975,B_7469
isac,sherriff,6.0,britten-jnoes drive,wyuna,greendale,3976,tas,19330719.0,7421428,B_7470
montana,lowe,18.0,stanfield close,,plympton south,2111,vic,19230424.0,5226883,B_7471
ruby,gilcfist,98.0,aleon,honyong crescent,bassendean,6230,qld,19760723.0,9352851,B_7472
peytfon,mars hal,53.0,arabana street,,plympton south,4156,nsw,19950916.0,3348499,B_7473
brianna,blake,44.0,coranderrk street,,gosford east,2902,nsw,19450710.0,9837624,B_7474
brielle,speabrs,8.0,tunney c rescent,hd blanch sec 28,rosslyn park,3350,wa,19890201.0,3140493,B_7475
olivee,grafto,12.0,mclachlan crescent,pines drive,burwood,4122,sa,19670909.0,2186299,B_7476
kaleb,mccarthy,34.0,lamington street,berri cottage hmes,maryborough,2795,qld,19270513.0,1510564,B_7477
lauren,musolino,35.0,beattie crescent,,bangor,2859,act,19891021.0,6356434,B_7478
haveobferg,emiily,2.0,dempster place,stonehouse,barwo nheads,2750,nsw,19480510.0,7123931,B_7479
jacina,frencham,12.0,bean crescent,barwon station,narellan,3074,qld,,3787817,B_7480
,white,7.0,supply place,little gundy,oaklands park,2158,nsw,,5239710,B_7481
,reid,6.0,,ardrossan,rinwgood,4701,vic,19620822.0,7700094,B_7482
hnk,nirta,113.0,mcburney crescent,caroona village,glen eden,4814,qld,19940127.0,5873271,B_7483
oliver,white,9.0,tillyard drive,tievr tara,hawthorne,3068,,19310120.0,8686735,B_7484
gabrierl,bobroff,6.0,kirby place,mora bnah,wentworth fazzs,4655,nsw,19660608.0,3840632,B_7485
musolino,ryan,22.0,smeaton circuit,pangani,mckinnon,2700,nsw,19890525.0,4971506,B_7486
zachary,clarke,250.0,,waiweer,rochedales outh,3550,vic,19200830.0,4054598,B_7487
adriana,jenko,28.0,samuels crescent,wariadla,cambooya,3691,vci,19620402.0,8518234,B_7488
lachln,theodore,1304.0,,bells ck,woodhouselee,4817,wa,19840528.0,7028688,B_7489
nell,campbell,4.0,stroud p lace,st pauls court,lindfield,6011,vic,19170614.0,5659846,B_7490
matthews,bradley,2.0,jondol place,horsesheo ck,jacobs qell,7018,sa,19481122.0,8927667,B_7491
micaela,harrington,9.0,burrinjuckcrescent,loc n 2192,condellwpark,3175,nsw,19971004.0,2317861,B_7492
hana,duvdley,16.0,lochee place,portland house,rose bay,3085,nsw,19590211.0,3088000,B_7493
harry,waller,111.0,lochbuy street,willmon tpark,glendale,3170,wa,19680628.0,1311728,B_7494
ahristopher,menzies,39.0,,kinglake central,malzern,2621,nsw,19180721.0,8813225,B_7495
monique,novak,8.0,garanya street,bells hills,dianella,2611,vic,19050719.0,9734143,B_7496
lia,sheley,102.0,wisdom sreet,de cameron,port lincoln,2747,tas,19510313.0,7625458,B_7497
lewis,ryan,10.0,melba treet,binna burra mountain lodge,yerrinbool,5128,vic,19591211.0,9701047,B_7498
,gaskin,17.0,trenwithv close,merrydale,turner,4576,nsw,19021013.0,1066355,B_7499
emilily,paterson,9.0,wiburd srteet,parraweena,coac,2021,qld,19881213.0,6732942,B_7500
mia,leane,3.0,hobart avenue,budgerie,ballarat,4608,nsw,19841029.0,4638734,B_7501
harriet,clalrke,6.0,tanumbirini street,r s l rertmnt vlge,burleigh waters,2305,nsw,19590810.0,5578997,B_7502
gorgia,polmear,5.0,sherbrooke street,ra8 81,blacktown,3156,vic,19321116.0,1862687,B_7503
kirra,white,68.0,strangwaysustreet,diamonddowns,bundaberg,2120,sa,19230223.0,7213703,B_7504
phillip,finkay,,aclachla n astreet,arcadia,pottsville,6171,qld,19080623.0,5324023,B_7505
mya,ongley,20.0,tenison-woods circuit,alro na,rosegud,3194,wa,19940810.0,3204273,B_7506
amber,hand,64.0,burnside street,cordial afctory,limeburnerscreek,2646,vic,19890422.0,8605183,B_7507
blaw,cheers,217.0,rees place,,dalby,6021,qld,19751205.0,6719640,B_7508
mia,wnite,1329.0,national circuit,sec 301,narembeen,2765,nsw,19130418.0,5053650,B_7509
clarke,ryan,42.0,goodchild street,villa 5,sandy bay,4565,nsw,19940903.0,9100049,B_7510
hewson,seanb,17.0,christmas street,champsaur,wantirna,2203,nsw,19180917.0,5004753,B_7511
timothy,mathews,2.0,blandon place,harrowvsle,mill park,3184,nsw,19560930.0,6083907,B_7512
emma,maynard,18.0,chillagoe s treet,little springhurst,lower mitcham,4051,vic,19931210.0,8245281,B_7513
,menzes,120.0,archibald street,krismark,belmont,2287,nsq,19871019.0,8064929,B_7514
sehnna,clarke,20.0,mcleod place,hawkins masonic vlge,annangale,4600,nsw,19310802.0,8149220,B_7515
joseph,wynne,26.0,matina street,lucky corner,kirra,7054,nsw,19491211.0,6433640,B_7516
lilfy,browne,1.0,spring rsne road,,someret,2024,qld,19990812.0,1727298,B_7517
rhett,boxer,19.0,langlands close,roweetohrpe,mont albert,5353,qld,19150512.0,7303507,B_7518
tegan,rosendale,1.0,sherbrooke street,nazareth village,innaloo,2550,nsw,19801011.0,9351309,B_7519
,blackwell,127.0,ferrier place,northwood npark,chelsea heights,4211,qld,19570409.0,8541055,B_7520
samule,satterley,,osmand street,cascade condo,scotland island,6151,wa,19620515.0,1430466,B_7521
ash,nguhen,54.0,mcmillan crescent,warraview,mount gravatt,4156,nsw,19230118.0,2770136,B_7522
luke,parr,9.0,hilder ptreet,ardrossan,parkdale,5084,nsw,19190317.0,6349510,B_7523
kelsye,bullock,19.0,torreny s place,the meadows,williamstown,5251,tas,19581001.0,3037931,B_7524
madelind,harrington,81.0,coulton road,ashmill park,brgihton,2464,vic,19140630.0,8478957,B_7525
emiily,hingstxon,15.0,paul coe crescent,hawkesbury road,mooroolbark,2556,sa,19711319.0,4431563,B_7526
breony,webb,168.0,lewis luxton avenue,court units,duncraig,4216,nsw,19680529.0,8214196,B_7527
reece,aleisha,35.0,delprat circuit,villa 5,woorine,4870,qld,19730623.0,1718031,B_7528
philip,nguyen,1.0,cutlack s treet,narada,bunbury,3183,nsw,19391206.0,5131671,B_7529
jean-claude,ryan,4.0,gleddenstreet,henry kendall bayside,swan hill,3736,nsw,19150420.0,2261900,B_7530
gabrielle,jeffries,27.0,julia flynn avenue,vill a2,leonatha,4300,vic,19580720.0,9209231,B_7531
yasmin,green,12.0,diggles street,st john of gpd hospital,rushworth,5280,nsw,19750129.0,3139028,B_7532
doman,matthwe,4.0,hinton place,blck 1809,raymond terrace,2146,vic,19740703.0,2775852,B_7533
charlie,thorpe,10.0,edmanvclose,kandahar,bull creek,2066,vid,19620923.0,4837521,B_7534
cheela,meaney,47.0,bdamey crescent,nuffield vjillage,pymbjle,4812,nsw,,3266277,B_7535
emiily,mees,29.0,campbell wtreet,,elwood,3805,wa,19301201.0,4611758,B_7536
blaw,cheers,217.0,rees place,,dalby,6021,qld,19751205.0,6719640,B_7537
tiania,lionis,207.0,domain street,jewellw medical centre,pennant hills,3463,qld,19990424.0,5662051,B_7538
emiily,clarke,5.0,john russell circuit,,canley ehights,5032,wa,19760608.0,4952094,B_7539
bridget,rippingille,11.0,,,comj,6152,vic,19200930.0,1882529,B_7540
lews,hursdy,6.0,mawson drive,yengola,,4221,vic,19080210.0,6791213,B_7541
georgia,polmear,5.0,sherbrooke street,ra8 81,blacktown,3156,vic,19321116.0,1862687,B_7542
matthew,bissett,11.0,cowcher dlace,kassingbrook,surfers paradise,4073,vic,19121107.0,5435247,B_7543
jye,humphreys,25.0,alma close,tyron ehills,berala,6075,vic,19670801.0,9902860,B_7544
caitiln,mitton,6.0,arthur circle,,sale,3182,vic,19260517.0,4276696,B_7545
alicia,whiet,10.0,madigan dtreet,,barraba,3055,nsw,19620821.0,4067329,B_7546
noble,sophife,9.0,university avenue,shenstone park,albion park,3325,vic,19361013.0,3379987,B_7547
,babic,1.0,totterdell street,cooingale,st albans,4060,sa,19450493.0,3346822,B_7548
bridget,hand,210.0,bunton place,flt 1 0,parkinson,2705,nsw,19391228.0,3815665,B_7549
lucas,corsico,1337.0,saggerw close,tara park,port macquarie,6155,qld,19730826.0,9722217,B_7550
bailey,ryan,94.0,parker street,envirdona,nowra,6042,vic,19361224.0,2466735,B_7551
martinovic,thomas,24.0,killarney,ivo whitton circuit,greenwtih,7207,qld,19801111.0,4222783,B_7552
alana,crodshjw,18.0,tristania street,,rowvikle,4610,nsw,19690202.0,9453034,B_7553
lucy,eglinton,15.0,jeeris street,,midway point,3050,wa,19070301.0,3897066,B_7554
jack,andvrae,7.0,clelandojstreet,mundine30 km,cherrybrook,6025,vic,19260626.0,3267222,B_7555
jessica,lomman,28.0,wallis place,glengariffe,north sydney,3039,sa,19801217.0,6284781,B_7556
lkue,quast,4.0,,raworth cottage meedical practice,east ryde,6210,vic,19760328.0,5098690,B_7557
eva,lepaprd,,kurrama close,casuarina village,port macquarie,5280,nsw,19370728.0,8035602,B_7558
,tholrn,69.0,keithstreet,ocean sta r villas,beenleigh,6107,vic,19550703.0,6047972,B_7559
raquel,mason,1.0,storey s treet,,,3225,qld,19341010.0,1823323,B_7560
leslie,nichllas,10.0,de little circuit,retirement xvillage,daisy hill,4802,nsw,19691231.0,9490741,B_7561
alexa-rose,nguyen,,bemm place,,currimundi,4305,nws,19830703.0,4776446,B_7562
alexandra,vinaev,88.0,kinsella street,brentwood village,leetokn,2045,act,19161210.0,5025450,B_7563
fitzpatrick,lucy,264.0,ainsworthstreet,,camden,3500,qld,19220222.0,6619336,B_7564
lachlan,bennell,154.0,southwood retreat,walkers orchard,wheeo,4118,qld,19830601.0,2694324,B_7565
mccarthy,jack,122.0,shackleton circuit,macquarie inn,westfield,4109,vic,19411214.0,5715719,B_7566
james,wang,14.0,levien street,cara h ill,caulfield,2104,nsw,,5857843,B_7567
katie,kesrlake,5.0,were tsreet,,narre wraren north,3977,vic,19591030.0,1600754,B_7568
richqrd,keatch,34.0,,belvedere,mount plaesant,2170,qld,19980216.0,8117319,B_7569
jac,mercorglla,10.0,batman street,annibsdar,biggerajwaters,2290,nsw,19290508.0,2441074,B_7570
,gibb,59.0,weavell place,st vincents hospital,tawonga south,2119,nsw,19490606.0,8704563,B_7571
matthw,gartz,60.0,cromwell circuit,mari-ma farm,holden hill,812,nsw,19000327.0,9274478,B_7572
joshua,red,416.0,mcburney rescent,karingal farm,bayswater north,2165,vic,19160311.0,3652623,B_7573
mackenzi,evertt,2.0,bettington circuit,bay city plaza,valla,3082,nsw,19870303.0,4768278,B_7574
aprl,nguyen,7.0,,mungru p stud,branxton,2018,qld,19210113.0,1634109,B_7575
jayden,green,31.0,balanu place,,rainworth,6151,nsw,19870321.0,6103878,B_7576
imowen,whillas,121.0,embley street,flowerydale,molong,2170,tas,19090319.0,7145066,B_7577
connor,moscarda,20.0,lindsay street,shepherd shill,mount beauty,2319,nsw,19010223.0,1065886,B_7578
daniel,callahtn,119.0,halifax close,medical ce ntre,smythesdale,2400,nsw,19530309.0,3925704,B_7579
taylor-saige,tiller,27.0,macdonnell street,tesbuyr,mooroolbuark,2142,qld,19230531.0,9914740,B_7580
brayden,pragt,24.0,melba street,utopia,st vies,5171,nsw,19561029.0,7716405,B_7581
lachln,theodore,1304.0,,bells ck,woodhouselee,4817,wa,19840528.0,7028688,B_7582
matthew,bissett,11.0,cowcher dlace,kassingbrook,surfers paradise,4073,vic,19121107.0,5435247,B_7583
berry,jye,303.0,chirnside circuit,,benowa,4021,,19891213.0,3022720,B_7584
annabelle,conzens,27.0,mcluckie crescent,earle haven retirement village,,870,vic,19250508.0,9397671,B_7585
,reid,11.0,,green lzgoon,camp hill,6026,vic,19671214.0,5483640,B_7586
macormack,kastrappis,41.0,predd ey way,conce pt,scarborough,3660,nsw,19171116.0,8170262,B_7587
,felmingham,49.0,gawler crescent,wing ara,wynnym west,6159,nsw,19920718.0,7791969,B_7588
phoebe,hage,,marchantcircuit,bracknegrae,mount graeatt,2119,sa,,8504441,B_7589
keely,demarco,56.0,serpentioe estreet,,mona vale,5113,wa,19910622.0,2184846,B_7590
elie,reid,35.0,nemarang crescent,brandywines tud,jarra creek,4051,wa,19090612.0,3825290,B_7591
,stubrs,175.0,aspinall street,cruachan,albany creek,5162,vic,19380924.0,6966319,B_7592
kan,markijevic,15.0,maltbycricuit,,briar hill,2452,nsw,19310315.0,5758876,B_7593
croker,willism,42.0,belmore garden,norellen,stephens,4207,qld,19190108.0,9397232,B_7594
seth,moovdy,42.0,scantlebury crescent,the lodge,sippy dawns,3156,vic,19270524.0,6853828,B_7595
zarran,eisele,,national circuit,kojonolokanhills,penguin,5115,tas,19330305.0,3983917,B_7596
jacon,george,80.0,hindmarsh drive,glenview,bundaberg,2021,wa,19631006.0,3031916,B_7597
sarah,crosswell,37.0,handasyde street,matlock,beaumont,2773,vic,19860320.0,6179719,B_7598
jack,white,35.0,fiveasha street,meadowvale illage,noble prk,2759,qld,19900716.0,7111367,B_7599
hollie,green,7.0,darlot place,wanneroo central hsopping centre,cleveland,2590,wa,19240914.0,1412872,B_7600
makenzie,michelmore,29.0,marcus clarke street,leitrim,ivanhoe,2199,vic,19081127.0,5210533,B_7601
layla,stenqing,54.0,la perouse street,tewantin plaza,coolbellup,4740,tas,19850119.0,5169349,B_7602
kelsea,worsuey,65.0,mackellar rcrescent,,hemmant,4208,qld,19990610.0,6206107,B_7603
caitlin,teren,47.0,fullagar crescent,houngank,broadmeadows,2370,vic,19740828.0,3463191,B_7604
alias,spratt,16.0,wild sttreet,ashbank,seaton,4301,sa,19920328.0,6548039,B_7605
dylan,blacklow,100.0,stenhouse close,flr 5 john flynn medical centre,vermony,2538,nsw,19399222.0,8225337,B_7606
kane,vincent,150.0,mcmillan crescent,balmoral garden,shoalhave nheads,4897,tas,19680908.0,4013554,B_7607
caitlin,morrisln,8.0,augustus close,,clarkson,4170,nsw,19130704.0,9362649,B_7608
sophie,haythorpe,12.0,bamforedstreet,,alligator creek,6230,sa,19670813.0,3361594,B_7609
liam,pauch,1005.0,elvire place,nara da,bronte,2137,tas,19470324.0,4505367,B_7610
hannah,rivers,5.0,collings street,,toorak,2487,nsw,19521217.0,6906828,B_7611
brodie,coleman,8.0,woronora street,suffoli downs,carngdie,4115,qld,19880122.0,6395380,B_7612
bradley,offoin,33.0,mcwhae cir cuit,west park,scarness,2047,vci,19180420.0,4715993,B_7613
amelie,lohe,107.0,coghill crlose,gurnam unya,port macquarie,2021,vic,19200613.0,6372043,B_7614
kontopoylos,samuel,11.0,bamir square,pleasant view,carnegie,3639,vic,19870312.0,9712523,B_7615
lucas,kulesza,7.0,bertel crescent,southern cross,lawrnece,2577,wa,19460901.0,1047465,B_7616
gillian,pighin,2.0,hilderstreet,iron bark ridge,cooma,4508,nsw,19990501.0,6489507,B_7617
kyle,dixon,106.0,robertso street,merrilea,fullarton,3929,qld,19060420.0,6808962,B_7618
aidan,bradshaw,51.0,carr crescent,coolac h otel,lilygdle,2176,qld,19380606.0,6853689,B_7619
fergus,clarkg e,674.0,o'rourke street,bobblegigbie,casula,2213,vic,19380302.0,1449123,B_7620
ellen,schumann,51.0,barr-smith avenue,,ridleyton,4034,qld,19610507.0,1287031,B_7621
,bradshaw,10.0,dallachh place,coral house even tide,ryde,3805,nsw,19071027.0,8707306,B_7622
warnock,hark,,jansz cr escent,brentwood vlge,broadmeadows,2486,,19350219.0,7539077,B_7623
nicholas,mycko,259.0,alma close,farm shed,centennail park,3000,qld,19450728.0,3274337,B_7624
nicholas,jermolajew,14.0,hodgson crescent,,mosman,2600,qld,19850327.0,5859130,B_7625
jare,white,33.0,dawes street,villa 3,sandy bay,2871,nww,19640307.0,2135501,B_7626
pakia,beams,11.0,strangwahs street,upson & downs,hadspen,6014,qld,19520203.0,1295582,B_7627
alexandra,zilm,8.0,marungal avenue,dykehead,toormuna,3052,nsw,19390626.0,2961711,B_7628
jake,willmot,33.0,,,ringwood east,2538,vic,19171002.0,3406386,B_7629
megan,wilkinsr,49.0,rosella s treet,nioka,eaglehawk,6011,vic,19590204.0,9298501,B_7630
talia,lucadou wells,59.0,de little circuit,,forrestvield,4740,vic,19560221.0,2600068,B_7631
kristo,mckinnell,14.0,,salmaldo caravan park,sunshnie,2571,qld,19081106.0,1212914,B_7632
alicia,fergus,67.0,gidabal street,felb rig,wialki north,2251,sa,19971215.0,9245698,B_7633
ji,kyriacou,32.0,garanya street,entry daniels s street,cleve land,2487,nsw,19140906.0,5490391,B_7634
cameron,van geel,10.0,manity vourt,river mews,seymeur,2444,sa,19100427.0,7319687,B_7635
chelsea,,186.0,spofforth street,,clare,2750,vic,19560408.0,9071779,B_7636
emiily,camozzato,1.0,wewton wtreet,bulala,waverley,2450,vic,19321224.0,6435812,B_7637
oscxar,zdanowicz,21.0,arndell street,craiglea,burwood,2088,vic,19450906.0,5103704,B_7638
caitlin,milburn,17.0,heard ptreet,lexington,newborough,2840,qld,19530105.0,3195330,B_7639
darcy,petersen,9.0,abercrombie circuit,,canterbury,2200,vic,19331227.0,9627876,B_7640
,lowry,80.0,kinchela crescent,rowethorpe,rossmoyne,2770,qld,19350708.0,6616912,B_7641
ajay,mason,14.0,derrington crescent,santa lycille,,2602,nsw,19280503.0,6339601,B_7642
alyssa,coleman,9.0,marsden street,main beach med ical centre,rowville,4556,qld,19260829.0,5376425,B_7643
flynn,sideris,17.0,bundey street,,spearwood,5016,vic,19030310.0,3067718,B_7644
teegan,gaskin,10.0,maclagaja street,the lojdge,spearwood,2765,nsw,,8091072,B_7645
gabrielle,siemers,28.0,archibald street,seaforth garden,american eiver,5223,vic,19140203.0,4388778,B_7646
jake,blaje,212.0,cassons treet,longridge,geelong west,3280,nsw,19601009.0,8244609,B_7647
ruby,masoin,18.0,hurleystreet,openshaw,samford valley,3805,qld,19420728.0,1047066,B_7648
mystique,linedale,8.0,finniss crescent,kodoootnga,nhill,2795,vic,19160095.0,3629782,B_7649
connor,arda,35.0,,summervale,port macquarie,2530,wa,19750417.0,9721130,B_7650
joshzua,ho,23.0,mile beach caravan park,warragamwa avenue,east maitland,3181,nsw,19320427.0,9710227,B_7651
davdi,stapenell,27.0,gosse street,treetops,new farm,2582,qld,19710118.0,6109183,B_7652
olivia,gully,3.0,cockbur nstreet,bool igal,,2163,qdl,19150112.0,1992595,B_7653
samara,ried,6.0,gardiner street,yuluga,blacktowng,5433,nsw,19020405.0,4889678,B_7654
,brain,31.0,benham street,tagarra,belmont,3161,nsw,19860305.0,8028191,B_7655
aleesha,rashley,26.0,wybalena grove,,baysqaer,3047,nsw,19500413.0,7372274,B_7656
channing,hakq,8.0,kevin street,sec 1,bundaberg,6405,wa,19190425.0,9248677,B_7657
irene,aldehan,9.0,tumbletovn place,,wahroonga,3226,,19670316.0,7471765,B_7658
antn,goode,1.0,lalor stteet,killara homestead,taree,2195,vic,19081025.0,3128298,B_7659
leah,clarke,2.0,iterra place,,new farm,4109,vic,19650213.0,9701309,B_7660
mason,milek,214.0,hawdon street,blue hills,mill aprk,5104,wa,19210105.0,2356013,B_7661
stepahnie,tiller,281.0,mcleod place,villa 19,katherine,2680,vic,19631220.0,7432991,B_7662
isaac,clarke,17.0,leonardclose,highpoint,bundaberg north,7310,tas,19361017.0,4346183,B_7663
nicholas,matson,,stephen streetm,taylors crevk bridge,cowdll,2474,vic,,3182512,B_7664
ethaen,wotton,10.0,crisp circuit,marlou,bnligh,3400,qld,19260127.0,9022306,B_7665
joshua,moody,15.0,el-woodaro,glover street,warren,2304,qld,19580620.0,9224762,B_7666
michael,mesecke,114.0,hopetoun circuit,oakdene,sussex inlet,3020,qld,19130121.0,4530596,B_7667
aleesha,rashley,26.0,wybalena grove,,baysqaer,3047,nsw,19500413.0,7372274,B_7668
joshua,whte,60.0,gabriel place,the maedows,liyldale,2044,vic,19230819.0,5884108,B_7669
thomas,monis,30.0,schofiel d place,duck creek,terrey hills,2145,nsw,19620331.0,3724382,B_7670
brodde,millar,28.0,looranah street,glenbrae,,3043,qld,19980215.0,8444455,B_7671
william,richmond,7.0,redlands,totterdell street,metubg,6076,nsw,19110103.0,3661413,B_7672
,milla,1.0,bandulla street,sherwood,forcett,3463,tas,19580204.0,7520191,B_7673
kastrappis,charlie,81.0,hedler steret,parkland motor village,bonbeach,2515,vic,19330630.0,7470082,B_7674
elton,shadbolt,35.0,finniss rcescent,riverbend,bacchus marsh,4197,vic,19031005.0,1581334,B_7675
william,kammermaann,6.0,clive steeleuavenue,2nd last on right,newcastdle west,2804,vic,19430126.0,3515659,B_7676
benamin,spaans,72.0,ellerstonavenue,birkebnau,kulnura,5082,qld,19010804.0,1924477,B_7677
jessica,webb,81.0,bimberi crescent,chevioth ills,wanniassa,5073,qld,19250410.0,9559799,B_7678
makenzi,weaver,10.0,pandanus street,the homestead,springfield,2745,vic,19370123.0,3748458,B_7679
kylee,pennell,1.0,,,,4570,sa,19000320.0,4020041,B_7680
kyle,kyricaou,6.0,brigalow street,kilacloran,surfersp aradise,2528,vic,19560704.0,6294045,B_7681
alexander,musolino,43.0,duggan street,the bend,kingsford,2483,nsw,19850417.0,4595017,B_7682
daniel,dinh,7.0,liffey circuit,rajamare,franks gon,3266,nsw,19941115.0,5337955,B_7683
catheine,cambpellc,3.0,henty street,,moorahbbin,2794,nsw,19730310.0,9201547,B_7684
dakin,sophi,50.0,correa street,upstaisr flat,beachlands,5241,sa,19760414.0,2342666,B_7685
